0	114
1	114
2	114
3	114
4	114
5	114
6	114
7	114
8	114
9	114
10	114
11	114
12	114
13	114
14	114
15	114
16	114
17	114
18	114
19	114
20	114
21	114
22	114
23	114
24	114
25	114
26	114
27	114
28	114
29	114
30	114
31	114
32	114
33	114
34	114
35	114
36	114
37	114
38	114
39	114
40	114
41	114
42	114
43	114
44	114
45	114
46	114
47	114
48	114
49	114
50	114
51	114
52	114
53	114
54	114
55	114
56	114
57	114
58	114
59	114
60	114
61	114
62	114
63	114
64	114
65	114
66	114
67	114
68	114
69	114
70	114
71	114
72	114
73	114
74	114
75	114
76	114
77	114
78	114
79	114
80	114
81	114
82	114
83	114
84	114
85	114
86	114
87	114
88	114
89	114
90	114
91	114
92	114
93	114
94	114
95	114
96	114
97	114
98	114
99	114
100	114
101	114
102	114
103	114
104	114
105	114
106	115
107	116
108	116
109	116
110	116
111	116
112	116
113	116
114	116
115	116
116	116
117	116
118	116
119	116
120	116
121	116
122	116
123	116
124	116
125	116
126	116
127	116
128	116
129	116
130	116
131	116
132	116
133	116
134	116
135	116
136	116
137	116
138	116
139	116
140	116
141	116
142	116
143	116
144	116
145	116
146	116
147	116
148	116
149	116
150	116
151	116
152	116
153	116
154	116
155	116
156	116
157	116
158	116
159	116
160	116
161	116
162	116
163	116
164	116
165	116
166	116
167	116
168	116
169	116
170	116
171	116
172	116
173	116
174	116
175	116
176	116
177	116
178	116
179	116
180	116
181	116
182	116
183	116
184	116
185	116
186	116
187	116
188	116
189	116
190	116
191	117
192	117
193	117
194	117
195	117
196	117
197	117
198	117
199	117
200	117
201	121
202	121
203	123
204	123
205	123
206	123
207	123
208	125
209	125
210	125
211	125
212	125
213	125
214	125
215	125
216	125
217	125
218	125
219	125
220	129
221	129
222	129
223	129
224	129
225	129
226	134
227	135
228	139
229	139
230	139
231	140
232	141
233	141
234	146
235	150
236	152
237	152
238	154
239	154
240	154
241	154
242	155
243	170
244	171
245	174
246	175
247	175
248	175
249	185
250	197
251	200
252	200
253	200
254	201
255	201
256	227
257	228
258	231
259	234
260	235
261	235
262	235
263	235
264	249
265	249
266	265
267	266
268	266
269	286
270	303
271	321
272	332
273	336
274	339
275	348
276	368
277	370
278	370
279	393
280	394
281	415
282	415
283	421
284	421
285	421
286	442
287	445
288	446
289	468
290	471
291	471
292	471
293	472
294	496
295	519
296	519
297	519
298	544
299	547
300	576
301	577
302	577
303	577
304	578
305	605
306	606
307	607
308	607
309	607
310	624
311	624
312	626
313	626
314	626
315	627
316	627
317	659
318	689
319	692
320	692
321	703
322	703
323	717
324	717
325	718
326	718
327	718
328	718
329	719
330	728
331	728
332	728
333	728
334	728
335	728
336	728
337	729
338	764
339	771
340	772
341	787
342	787
343	788
344	789
345	814
346	818
347	823
348	824
349	904
350	905
351	1026
352	1041
353	1041
354	1041
355	1060
356	1061
357	1062
358	1081
359	1094
360	1137
361	1138
362	1138
363	1140
364	1142
365	1142
366	1143
367	1187
368	1213
369	1213
370	1257
371	1301
372	1301
373	1301
374	1301
375	1301
376	1303
377	1320
378	1321
379	1321
380	1321
381	1321
382	1321
383	1331
384	1331
385	1376
386	1377
387	1389
388	1391
389	1392
390	1412
391	1414
392	1415
393	1417
394	1417
395	1417
396	1417
397	1477
398	1477
399	1477
400	1477
401	1477
402	1501
403	1501
404	1501
405	1501
406	1501
407	1547
408	1552
409	1580
410	1580
411	1608
412	1613
413	1636
414	1667
415	1667
416	1669
417	1686
418	1732
419	1734
420	1734
421	1735
422	1735
423	1756
424	1758
425	1760
426	1761
427	1809
428	1809
429	1809
430	1809
431	1809
432	1857
433	1857
434	1865
435	1865
436	1874
437	1874
438	1882
439	1882
440	1893
441	1910
442	1921
443	1956
444	1957
445	2005
446	2005
447	2028
448	2032
449	2032
450	2071
451	2072
452	2074
453	2074
454	2075
455	2075
456	2075
457	2124
458	2167
459	2170
460	2170
