42503	87788	1
91699	87788	1
85277	79743	1
68228	87788	1
57917	23317	1
97081	34135	1
92485	79743	1
17315	10612	1
17887	23317	1
29087	35143	1
16615	87788	1
19523	87788	1
65403	87788	1
38410	1427	1
10222	34135	1
41588	34135	1
44967	69533	1
69533	34135	1
10222	15564	1
23317	34135	1
83373	15386	2
31463	69533	2
10222	34135	2
93198	2665	2
46063	22887	2
38410	1427	2
84384	46994	2
69533	34135	2
41869	2665	2
43376	22887	2
48390	69533	2
46421	87788	2
82025	1427	2
80230	96145	2
44560	8354	2
95121	79743	2
85520	87788	2
69533	34135	3
44965	34135	3
10222	34135	3
75492	34135	3
60424	69533	3
42642	69533	3
13890	35143	3
87824	35143	3
65026	20672	3
58168	35143	3
10608	35143	3
85277	79743	3
67389	37986	3
16260	93029	3
22887	75275	3
43376	22887	3
31463	69533	3
14221	2665	3
84048	34135	3
85103	35143	3
20672	91901	3
33798	20672	3
93531	20672	3
85520	87788	3
37595	87788	3
33106	20672	3
83702	35143	5
58168	35143	5
87788	49780	5
3899	46994	5
92445	37986	5
10222	15564	5
51868	93998	5
19523	87788	5
87788	69581	5
17440	87788	5
20189	5251	5
29087	35143	5
274	37986	5
2665	22887	5
52655	37986	5
66075	37986	5
69533	37986	5
33080	69533	6
62314	37986	6
69533	37986	6
78334	10222	6
60424	69533	6
10222	34135	6
58686	34135	6
69533	34135	6
2485	17315	6
2485	91835	6
85277	79743	6
28576	23317	6
85520	87788	7
43376	22887	7
28576	23317	7
84048	34135	7
39642	23317	7
11245	34135	7
69581	87788	7
90719	79743	7
23317	34135	7
10222	34135	7
23592	34135	7
33798	20672	7
74031	46994	7
64778	2665	7
12396	2665	7
2665	61871	7
2665	20672	8
14221	2665	8
2665	23592	8
46994	3899	8
10619	20672	8
2665	46994	8
46063	22887	8
3899	46994	9
80719	22887	9
84384	46994	9
10612	87444	9
19261	87444	9
67389	37986	9
38309	42460	9
33798	20672	9
5275	35143	9
29246	34135	9
15386	5251	9
80230	34135	9
36998	35143	9
96145	34135	9
23592	34135	9
3077	20672	9
46872	23317	9
61498	34135	9
57141	34135	9
2732	34135	9
16766	46994	10
17336	87788	11
61466	79743	11
31463	79743	11
33798	20672	11
65026	20672	11
32725	20672	11
21782	20672	11
2665	20672	11
74467	87788	11
46063	22887	11
91835	93198	11
11178	35143	11
17887	23317	11
28576	23317	11
78490	30057	11
6805	16615	11
10619	20672	11
80157	92176	11
75492	38031	11
38410	46994	12
14221	2665	12
42460	87788	12
17887	23317	12
2633	87788	12
19376	87788	12
68228	87788	12
37595	87788	12
37889	79743	12
16615	87788	13
36998	35143	13
37889	79743	13
80230	96145	13
31245	23317	13
57917	23317	13
54949	35143	13
2485	17315	13
79743	37889	13
33942	35143	13
10222	34135	13
31245	34135	13
23317	34135	13
67389	37986	13
69533	34135	13
95035	34135	13
21610	34135	13
84048	34135	13
58686	34135	13
34694	34135	13
57141	34694	13
16260	93029	13
44967	69533	13
2665	22887	13
80719	22887	13
29647	34135	14
18925	29647	14
80230	6525	14
94146	49176	14
69533	34135	14
33080	69533	14
10222	34135	14
80230	34135	14
2732	34135	14
33798	20672	14
80236	17315	16
92672	87788	16
28019	79743	16
11178	35143	16
10612	17315	16
76564	34135	16
97081	34135	16
