1026	0
1029	1
1032	2
1033	3
1035	4
1039	5
1040	6
1041	7
1042	8
1044	9
1046	10
1047	11
1049	12
1051	13
1053	14
1056	15
1057	16
1061	17
1063	18
1065	19
1066	20
1067	21
1071	22
1073	23
1075	24
1080	25
1082	26
1084	27
1085	28
1086	29
1088	30
1089	31
1090	32
1092	33
1093	34
1097	35
1100	36
1102	37
1103	38
1104	39
1105	40
1106	41
1107	42
1108	43
1109	44
1113	45
1114	46
1115	47
1117	48
1121	49
1122	50
1125	51
1126	52
1127	53
1128	54
1130	55
1131	56
1133	57
1135	58
1136	59
1138	60
1142	61
1143	62
1144	63
1146	64
1148	65
1149	66
1152	67
1154	68
1155	69
1156	70
1158	71
1162	72
1164	73
1166	74
1168	75
1171	76
1173	77
1175	78
1177	79
1178	80
1179	81
1180	82
1181	83
1187	84
1188	85
1189	86
1191	87
1193	88
1198	89
1199	90
1200	91
1201	92
1204	93
1206	94
1207	95
1208	96
1210	97
1212	98
1213	99
1214	100
1215	101
1227	102
1228	103
1229	104
1334	105
1335	106
1336	107
1337	108
1341	109
1358	110
1359	111
1360	112
